"Table 19. Cigarette Use in the Past Month: Among People Aged 12 or Older; by Age Group and State, Percentages, 2021","","","","","","","","","","","","","","","",""
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes small area estimation approach and generated by Markov Chain Monte Carlo techniques. For the “Total U.S.” row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.","","","","","","","","","","","","","","","",""
"NOTE: The column labeled “Order” can be used to sort the data to the original sort order.","","","","","","","","","","","","","","","",""
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2021.","","","","","","","","","","","","","","","",""
"Order","State","12+ Estimate","12+ 95% CI (Lower)","12+ 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26+ Estimate","26+ 95% CI (Lower)","26+ 95% CI (Upper)","18+ Estimate","18+ 95% CI (Lower)","18+ 95% CI (Upper)"
"13","Delaware","17.14%","13.98%","20.83%","0.74%","0.41%","1.35%","13.14%","9.97%","17.12%","19.42%","15.56%","23.97%","18.68%","15.22%","22.72%"
"14","District of Columbia","12.01%","9.37%","15.27%","1.38%","0.67%","2.83%","11.80%","8.63%","15.94%","12.84%","9.68%","16.82%","12.69%","9.88%","16.15%"
"15","Florida","14.61%","12.60%","16.89%","0.92%","0.57%","1.48%","8.31%","6.32%","10.85%","16.77%","14.34%","19.51%","15.82%","13.63%","18.30%"
"16","Georgia","17.22%","14.77%","19.97%","1.22%","0.73%","2.02%","11.74%","8.89%","15.35%","20.19%","17.10%","23.67%","19.02%","16.30%","22.07%"
"17","Hawaii","13.55%","10.75%","16.94%","1.85%","1.00%","3.38%","13.00%","9.23%","17.99%","14.82%","11.49%","18.90%","14.62%","11.57%","18.30%"
"18","Idaho","14.67%","11.77%","18.13%","2.42%","1.33%","4.34%","15.03%","10.87%","20.41%","16.33%","12.69%","20.76%","16.15%","12.91%","20.01%"
"19","Illinois","15.79%","13.48%","18.42%","2.86%","1.72%","4.73%","10.21%","7.67%","13.46%","18.19%","15.31%","21.47%","17.14%","14.60%","20.01%"
"20","Indiana","18.93%","15.96%","22.29%","1.01%","0.61%","1.66%","14.51%","10.92%","19.03%","21.95%","18.18%","26.24%","20.88%","17.59%","24.60%"
"21","Iowa","19.64%","16.23%","23.56%","3.03%","1.79%","5.07%","12.66%","9.11%","17.33%","22.92%","18.59%","27.91%","21.43%","17.66%","25.74%"
"22","Kansas","19.50%","16.63%","22.73%","1.46%","0.84%","2.52%","13.74%","10.28%","18.13%","22.90%","19.26%","26.99%","21.56%","18.36%","25.13%"
"23","Kentucky","24.86%","21.39%","28.70%","1.87%","1.08%","3.23%","17.71%","13.47%","22.94%","28.73%","24.39%","33.51%","27.25%","23.42%","31.46%"
"24","Louisiana","20.18%","16.92%","23.90%","1.21%","0.67%","2.15%","11.18%","7.82%","15.74%","23.92%","19.83%","28.55%","22.24%","18.62%","26.34%"
"25","Maine","18.81%","15.58%","22.54%","1.96%","1.10%","3.48%","14.10%","10.34%","18.93%","20.98%","17.13%","25.42%","20.23%","16.72%","24.25%"
"26","Maryland","13.51%","11.06%","16.41%","0.55%","0.29%","1.01%","11.99%","8.65%","16.38%","15.23%","12.23%","18.80%","14.82%","12.12%","18.01%"
"27","Massachusetts","14.64%","11.74%","18.11%","1.52%","0.92%","2.50%","10.14%","6.99%","14.49%","16.72%","13.15%","21.01%","15.80%","12.65%","19.56%"
"28","Michigan","16.88%","14.98%","18.97%","1.02%","0.64%","1.61%","12.26%","9.68%","15.42%","19.40%","17.06%","21.99%","18.45%","16.36%","20.73%"
"29","Minnesota","16.60%","13.46%","20.30%","2.08%","1.21%","3.55%","12.33%","8.89%","16.85%","19.01%","15.11%","23.65%","18.15%","14.68%","22.23%"
"30","Mississippi","18.20%","15.09%","21.79%","0.69%","0.35%","1.36%","11.39%","8.14%","15.72%","21.61%","17.68%","26.13%","20.20%","16.74%","24.18%"
"31","Missouri","21.73%","18.04%","25.95%","2.23%","1.34%","3.69%","18.51%","13.75%","24.45%","24.56%","20.03%","29.72%","23.75%","19.68%","28.37%"
"32","Montana","16.16%","12.93%","20.01%","3.39%","1.87%","6.06%","15.06%","10.51%","21.10%","17.76%","13.83%","22.52%","17.41%","13.88%","21.60%"
"33","Nebraska","15.26%","12.61%","18.36%","1.81%","1.11%","2.94%","13.08%","9.85%","17.19%","17.44%","14.11%","21.36%","16.80%","13.85%","20.24%"
"34","Nevada","17.96%","15.02%","21.33%","1.61%","0.94%","2.74%","12.28%","8.93%","16.66%","20.62%","17.03%","24.74%","19.64%","16.40%","23.33%"
"35","New Hampshire","16.09%","12.87%","19.94%","0.86%","0.46%","1.60%","13.69%","10.03%","18.41%","17.93%","14.02%","22.65%","17.41%","13.90%","21.57%"
"36","New Jersey","11.59%","9.21%","14.49%","0.68%","0.39%","1.18%","9.31%","6.72%","12.77%","13.16%","10.27%","16.72%","12.69%","10.07%","15.87%"
"37","New Mexico","16.39%","13.44%","19.85%","3.06%","1.43%","6.42%","13.89%","10.08%","18.86%","18.43%","14.80%","22.71%","17.83%","14.59%","21.60%"
"38","New York","14.23%","12.30%","16.42%","1.85%","1.18%","2.90%","10.57%","8.16%","13.57%","16.06%","13.68%","18.76%","15.36%","13.25%","17.74%"
"39","North Carolina","17.55%","14.66%","20.89%","0.88%","0.53%","1.48%","10.24%","7.29%","14.21%","20.62%","17.01%","24.77%","19.26%","16.06%","22.92%"
"40","North Dakota","17.32%","14.26%","20.88%","1.46%","0.85%","2.51%","18.35%","13.80%","23.99%","19.14%","15.34%","23.63%","19.02%","15.63%","22.94%"
"41","Ohio","19.73%","17.45%","22.22%","1.28%","0.85%","1.93%","14.78%","11.92%","18.17%","22.64%","19.83%","25.71%","21.61%","19.10%","24.35%"
"42","Oklahoma","19.03%","15.83%","22.71%","2.23%","1.41%","3.53%","13.59%","9.89%","18.39%","22.16%","18.13%","26.78%","20.94%","17.38%","25.01%"
"43","Oregon","16.19%","13.32%","19.55%","3.41%","1.87%","6.12%","13.39%","9.95%","17.80%","17.92%","14.45%","22.02%","17.37%","14.25%","21.01%"
"44","Pennsylvania","16.38%","14.10%","18.95%","1.35%","0.83%","2.18%","11.12%","8.47%","14.47%","18.75%","15.97%","21.89%","17.79%","15.30%","20.60%"
"45","Rhode Island","17.55%","14.07%","21.66%","1.71%","1.01%","2.87%","11.95%","8.29%","16.93%","20.05%","15.77%","25.14%","18.91%","15.14%","23.35%"
"46","South Carolina","16.88%","13.81%","20.47%","0.55%","0.28%","1.09%","12.50%","8.87%","17.34%","19.38%","15.63%","23.77%","18.51%","15.13%","22.45%"
"47","South Dakota","15.92%","12.88%","19.52%","2.18%","1.26%","3.74%","14.27%","10.13%","19.73%","18.00%","14.21%","22.54%","17.49%","14.12%","21.47%"
"48","Tennessee","19.51%","16.18%","23.33%","1.46%","0.90%","2.36%","17.21%","12.84%","22.70%","21.95%","17.84%","26.71%","21.34%","17.67%","25.53%"
"49","Texas","14.36%","12.61%","16.30%","1.48%","0.91%","2.41%","9.04%","6.99%","11.63%","17.09%","14.85%","19.58%","15.91%","13.96%","18.09%"
"50","Utah","10.04%","8.27%","12.14%","1.71%","0.89%","3.26%","11.58%","8.36%","15.83%","11.14%","8.92%","13.83%","11.22%","9.22%","13.59%"
"51","Vermont","19.80%","16.66%","23.35%","2.88%","1.77%","4.67%","14.13%","10.68%","18.47%","22.33%","18.49%","26.70%","21.19%","17.81%","25.01%"
"52","Virginia","14.42%","12.25%","16.89%","0.71%","0.44%","1.14%","12.48%","9.61%","16.07%","16.30%","13.64%","19.37%","15.80%","13.41%","18.51%"
"53","Washington","14.65%","11.83%","18.01%","2.30%","1.36%","3.85%","11.79%","8.51%","16.10%","16.42%","12.98%","20.55%","15.85%","12.76%","19.52%"
"54","West Virginia","22.24%","18.19%","26.90%","3.10%","1.83%","5.21%","15.89%","11.98%","20.76%","25.14%","20.19%","30.83%","24.00%","19.58%","29.05%"
"55","Wisconsin","15.02%","12.41%","18.06%","1.44%","0.90%","2.31%","13.89%","10.47%","18.21%","16.78%","13.55%","20.59%","16.39%","13.52%","19.73%"
"56","Wyoming","20.19%","16.33%","24.68%","2.04%","1.05%","3.92%","15.28%","11.43%","20.13%","23.20%","18.44%","28.76%","22.18%","17.92%","27.12%"
