"Table 26. Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use in the Past Year: Among People Aged 12 or Older; by Age Group and State, Percentages, 2021","","","","","","","","","","","","","","","",""
"NOTE: Respondents were classified as needing illicit drug use treatment if they met the Diagnostic and Statistical Manual of Mental Disorders, 5th edition (DSM-5) criteria for an illicit drug use disorder or received treatment for illicit drug use at a specialty facility (i.e., drug and alcohol rehabilitation facility [inpatient or outpatient], hospital [inpatient only], or mental health center). Illicit drug use treatment questions are asked of respondents who used illicit drugs in their lifetime. Respondents who used prescription drugs but who did not misuse prescription drugs in their lifetime may not receive these questions. Needing But Not Receiving Illicit Drug Treatment refers to respondents who are classified as needing illicit drug treatment but who did not receive illicit drug treatment at a specialty facility. ","","","","","","","","","","","","","","","",""
"NOTE: Illicit Drug Use includes the misuse of prescription psychotherapeutics or the use of marijuana (including vaping), cocaine (including crack), heroin, hallucinogens, inhalants, or methamphetamine. Misuse of prescription psychotherapeutics is defined as use in any way not directed by a doctor, including use without a prescription of one's own; use in greater amounts, more often, or longer than told; or use in any other way not directed by a doctor. Prescription psychotherapeutics do not include over-the-counter drugs.","","","","","","","","","","","","","","","",""
"NOTE: Illicit Drug Use Disorder estimates are based on DSM-5 criteria. Beginning with the 2021 NSDUH, questions on prescription drug use disorder were asked of all past year users of prescription drugs, regardless of whether they misused prescription drugs. The estimates in this table do not include prescription drug use disorder data from the past year users of prescription drugs who were not also misusers of prescription drugs.","","","","","","","","","","","","","","","",""
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes small area estimation approach and generated by Markov Chain Monte Carlo techniques. For the “Total U.S.” row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.","","","","","","","","","","","","","","","",""
"NOTE: The column labeled “Order” can be used to sort the data to the original sort order.","","","","","","","","","","","","","","","",""
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2021.","","","","","","","","","","","","","","","",""
"Order","State","12+ Estimate","12+ 95% CI (Lower)","12+ 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26+ Estimate","26+ 95% CI (Lower)","26+ 95% CI (Upper)","18+ Estimate","18+ 95% CI (Lower)","18+ 95% CI (Upper)"
"15","Florida","5.40%","4.45%","6.53%","5.01%","3.59%","6.96%","13.71%","11.14%","16.76%","4.39%","3.40%","5.65%","5.43%","4.45%","6.62%"
"16","Georgia","6.90%","5.63%","8.44%","5.04%","3.46%","7.29%","12.65%","9.86%","16.09%","6.23%","4.82%","8.02%","7.11%","5.77%","8.74%"
"17","Hawaii","5.56%","4.21%","7.30%","5.64%","3.44%","9.12%","14.10%","10.42%","18.82%","4.49%","3.10%","6.46%","5.55%","4.16%","7.37%"
"18","Idaho","6.93%","5.38%","8.88%","4.69%","2.92%","7.46%","18.32%","13.88%","23.78%","5.42%","3.81%","7.67%","7.20%","5.56%","9.28%"
"19","Illinois","7.11%","5.71%","8.81%","6.59%","4.53%","9.50%","13.10%","10.39%","16.38%","6.26%","4.72%","8.26%","7.16%","5.70%","8.95%"
"20","Indiana","8.33%","6.68%","10.35%","6.52%","4.28%","9.80%","18.29%","14.56%","22.73%","6.90%","5.13%","9.22%","8.53%","6.80%","10.64%"
"21","Iowa","7.18%","5.61%","9.15%","6.47%","4.13%","9.99%","15.25%","11.35%","20.19%","5.90%","4.29%","8.07%","7.26%","5.64%","9.30%"
"22","Kansas","6.95%","5.50%","8.74%","5.35%","3.61%","7.86%","13.87%","10.69%","17.82%","5.98%","4.41%","8.05%","7.13%","5.60%","9.03%"
"23","Kentucky","6.54%","5.18%","8.24%","5.84%","3.72%","9.06%","16.12%","12.50%","20.53%","5.15%","3.73%","7.07%","6.62%","5.20%","8.38%"
"24","Louisiana","8.27%","6.46%","10.51%","7.31%","4.60%","11.43%","15.56%","11.68%","20.42%","7.28%","5.36%","9.82%","8.37%","6.50%","10.72%"
"25","Maine","6.48%","5.03%","8.30%","6.36%","4.16%","9.62%","16.66%","12.51%","21.84%","5.24%","3.77%","7.24%","6.49%","4.99%","8.40%"
"26","Maryland","7.21%","5.79%","8.95%","5.38%","3.65%","7.88%","18.92%","14.65%","24.09%","5.76%","4.29%","7.69%","7.40%","5.90%","9.24%"
"27","Massachusetts","6.56%","5.16%","8.31%","6.12%","4.01%","9.23%","17.07%","13.11%","21.93%","4.91%","3.53%","6.80%","6.60%","5.16%","8.41%"
"28","Michigan","7.13%","6.06%","8.38%","6.05%","4.49%","8.12%","15.43%","12.77%","18.53%","5.97%","4.79%","7.43%","7.24%","6.11%","8.56%"
"29","Minnesota","6.94%","5.44%","8.82%","5.71%","3.73%","8.66%","17.25%","13.22%","22.20%","5.56%","4.03%","7.62%","7.07%","5.52%","9.03%"
"30","Mississippi","6.90%","5.39%","8.79%","5.46%","3.61%","8.17%","13.81%","10.25%","18.36%","5.98%","4.36%","8.15%","7.06%","5.47%","9.07%"
"31","Missouri","7.58%","5.90%","9.68%","6.45%","4.24%","9.68%","14.87%","11.24%","19.42%","6.60%","4.84%","8.94%","7.69%","5.95%","9.89%"
"32","Montana","8.15%","6.29%","10.49%","6.31%","3.86%","10.14%","20.94%","15.78%","27.24%","6.42%","4.56%","8.97%","8.33%","6.39%","10.77%"
"33","Nebraska","5.79%","4.44%","7.52%","4.58%","2.88%","7.22%","12.10%","9.05%","16.00%","4.88%","3.45%","6.86%","5.93%","4.52%","7.74%"
"34","Nevada","10.56%","8.27%","13.39%","8.70%","5.14%","14.35%","20.20%","15.46%","25.97%","9.48%","7.07%","12.60%","10.75%","8.40%","13.65%"
"35","New Hampshire","5.44%","4.28%","6.88%","4.36%","2.72%","6.94%","17.48%","13.55%","22.26%","3.84%","2.73%","5.38%","5.53%","4.34%","7.02%"
"36","New Jersey","6.04%","4.72%","7.69%","4.57%","2.98%","6.95%","16.84%","12.93%","21.64%","4.70%","3.34%","6.57%","6.18%","4.80%","7.94%"
"37","New Mexico","10.11%","8.09%","12.57%","8.22%","5.31%","12.52%","18.09%","13.49%","23.83%","9.11%","6.91%","11.93%","10.31%","8.20%","12.90%"
"38","New York","6.64%","5.50%","8.01%","7.02%","4.96%","9.84%","13.88%","11.17%","17.12%","5.55%","4.33%","7.07%","6.61%","5.42%","8.03%"
"39","North Carolina","5.42%","4.19%","6.98%","4.46%","2.83%","6.95%","11.92%","8.91%","15.77%","4.55%","3.26%","6.32%","5.52%","4.23%","7.16%"
"40","North Dakota","6.24%","4.74%","8.18%","4.86%","2.88%","8.09%","13.85%","10.07%","18.76%","5.01%","3.47%","7.19%","6.39%","4.83%","8.41%"
"41","Ohio","7.12%","5.96%","8.49%","6.72%","4.90%","9.15%","16.44%","13.47%","19.90%","5.77%","4.53%","7.32%","7.17%","5.95%","8.61%"
"42","Oklahoma","9.30%","7.39%","11.64%","7.77%","5.16%","11.54%","16.47%","12.46%","21.46%","8.31%","6.21%","11.03%","9.47%","7.46%","11.95%"
"43","Oregon","8.20%","6.57%","10.19%","7.36%","4.99%","10.74%","21.19%","16.66%","26.54%","6.49%","4.81%","8.70%","8.28%","6.59%","10.35%"
"44","Pennsylvania","6.04%","4.93%","7.39%","5.27%","3.62%","7.62%","12.67%","9.95%","16.00%","5.18%","3.99%","6.69%","6.12%","4.95%","7.54%"
"45","Rhode Island","8.37%","6.52%","10.69%","8.68%","5.58%","13.27%","19.42%","14.55%","25.44%","6.54%","4.71%","9.01%","8.35%","6.47%","10.71%"
"46","South Carolina","6.31%","4.84%","8.18%","5.33%","3.42%","8.23%","13.38%","10.07%","17.58%","5.40%","3.86%","7.51%","6.41%","4.89%","8.36%"
"47","South Dakota","6.26%","4.72%","8.27%","4.34%","2.50%","7.45%","14.14%","10.14%","19.40%","5.26%","3.68%","7.47%","6.48%","4.87%","8.59%"
"48","Tennessee","6.80%","5.29%","8.71%","5.67%","3.65%","8.70%","14.47%","11.04%","18.73%","5.79%","4.20%","7.94%","6.91%","5.33%","8.92%"
"49","Texas","5.29%","4.39%","6.37%","3.51%","2.36%","5.20%","11.17%","8.96%","13.83%","4.54%","3.55%","5.81%","5.51%","4.55%","6.66%"
"50","Utah","6.46%","5.17%","8.04%","3.66%","2.11%","6.27%","12.25%","9.33%","15.93%","5.68%","4.26%","7.52%","6.86%","5.48%","8.55%"
"51","Vermont","8.54%","7.01%","10.37%","7.98%","5.42%","11.59%","21.10%","16.79%","26.16%","6.57%","4.96%","8.64%","8.59%","6.99%","10.51%"
"52","Virginia","6.11%","4.98%","7.47%","4.02%","2.72%","5.90%","14.59%","11.65%","18.11%","5.06%","3.86%","6.60%","6.32%","5.13%","7.77%"
"53","Washington","8.59%","6.88%","10.68%","7.95%","5.22%","11.93%","19.57%","15.32%","24.65%","7.13%","5.31%","9.50%","8.65%","6.88%","10.83%"
"54","West Virginia","7.38%","5.62%","9.63%","5.51%","3.51%","8.55%","17.10%","13.08%","22.03%","6.22%","4.34%","8.82%","7.55%","5.71%","9.92%"
"55","Wisconsin","6.80%","5.45%","8.46%","5.96%","4.01%","8.77%","18.22%","14.59%","22.52%","5.13%","3.75%","6.96%","6.89%","5.48%","8.62%"
"56","Wyoming","7.15%","5.45%","9.32%","4.81%","2.88%","7.93%","16.86%","12.70%","22.04%","6.00%","4.21%","8.48%","7.40%","5.62%","9.69%"
