"Table 7. Cocaine Use in the Past Year: Among People Aged 12 or Older; by Age Group and State, Percentages, 2021","","","","","","","","","","","","","","","",""
"* = low precision; no estimate reported.","","","","","","","","","","","","","","","",""
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes small area estimation approach and generated by Markov Chain Monte Carlo techniques. For the “Total U.S.” row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.","","","","","","","","","","","","","","","",""
"NOTE: The column labeled “Order” can be used to sort the data to the original sort order.","","","","","","","","","","","","","","","",""
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2021.","","","","","","","","","","","","","","","",""
"Order","State","12+ Estimate","12+ 95% CI (Lower)","12+ 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26+ Estimate","26+ 95% CI (Lower)","26+ 95% CI (Upper)","18+ Estimate","18+ 95% CI (Lower)","18+ 95% CI (Upper)"
"14","District of Columbia","3.66%","2.59%","5.13%","0.19%","0.04%","1.05%","3.55%","2.26%","5.53%","3.93%","2.68%","5.72%","3.87%","2.74%","5.44%"
"15","Florida","1.32%","0.96%","1.81%","0.13%","0.06%","0.30%","2.80%","1.90%","4.11%","1.24%","0.85%","1.81%","1.42%","1.03%","1.95%"
"16","Georgia","1.61%","1.14%","2.27%","0.18%","0.08%","0.42%","2.79%","1.80%","4.29%","1.61%","1.07%","2.41%","1.77%","1.25%","2.50%"
"17","Hawaii","1.55%","1.03%","2.32%","0.20%","0.08%","0.48%","4.05%","2.34%","6.91%","1.37%","0.84%","2.25%","1.67%","1.11%","2.51%"
"18","Idaho","1.26%","0.90%","1.76%","0.64%","0.24%","1.66%","3.69%","2.28%","5.92%","0.96%","0.62%","1.47%","1.33%","0.95%","1.87%"
"19","Illinois","1.78%","1.30%","2.44%","0.07%","0.02%","0.20%","3.18%","2.06%","4.88%","1.78%","1.23%","2.57%","1.96%","1.43%","2.68%"
"20","Indiana","1.49%","1.07%","2.06%","0.16%","0.07%","0.37%","2.86%","1.82%","4.47%","1.43%","0.96%","2.11%","1.63%","1.18%","2.26%"
"21","Iowa","1.52%","1.05%","2.18%","0.08%","0.03%","0.22%","3.16%","1.85%","5.33%","1.42%","0.92%","2.18%","1.67%","1.16%","2.40%"
"22","Kansas","1.33%","0.96%","1.84%","0.13%","0.05%","0.33%","3.21%","2.07%","4.96%","1.17%","0.78%","1.75%","1.47%","1.06%","2.02%"
"23","Kentucky","1.47%","1.01%","2.13%","0.15%","0.06%","0.37%","2.57%","1.57%","4.16%","1.46%","0.94%","2.26%","1.60%","1.10%","2.33%"
"24","Louisiana","1.72%","1.18%","2.50%","0.22%","0.10%","0.50%","2.60%","1.60%","4.19%","1.77%","1.14%","2.74%","1.88%","1.29%","2.75%"
"25","Maine","1.91%","1.29%","2.83%","0.11%","0.04%","0.35%","3.56%","2.16%","5.81%","1.88%","1.18%","2.96%","2.06%","1.39%","3.06%"
"26","Maryland","2.22%","1.53%","3.21%","0.03%","0.01%","0.16%","3.27%","2.04%","5.21%","2.32%","1.53%","3.51%","2.44%","1.68%","3.52%"
"27","Massachusetts","2.20%","1.60%","3.00%","*","*","*","4.57%","2.90%","7.12%","2.03%","1.39%","2.96%","2.38%","1.74%","3.26%"
"28","Michigan","1.50%","1.07%","2.10%","0.03%","0.01%","0.16%","2.70%","1.68%","4.31%","1.49%","1.01%","2.19%","1.65%","1.18%","2.30%"
"29","Minnesota","2.03%","1.42%","2.90%","0.07%","0.02%","0.19%","4.00%","2.53%","6.27%","1.98%","1.30%","3.00%","2.24%","1.57%","3.20%"
"30","Mississippi","1.66%","1.10%","2.50%","0.13%","0.05%","0.32%","2.61%","1.56%","4.34%","1.71%","1.05%","2.78%","1.84%","1.21%","2.77%"
"31","Missouri","1.69%","1.16%","2.45%","0.32%","0.14%","0.77%","3.22%","2.04%","5.07%","1.62%","1.03%","2.52%","1.83%","1.25%","2.66%"
"32","Montana","1.86%","1.27%","2.70%","0.30%","0.10%","0.86%","4.56%","2.67%","7.67%","1.62%","1.03%","2.54%","2.01%","1.37%","2.93%"
"33","Nebraska","1.35%","0.98%","1.86%","0.09%","0.04%","0.25%","3.65%","2.35%","5.62%","1.13%","0.76%","1.69%","1.50%","1.09%","2.05%"
"34","Nevada","1.82%","1.20%","2.75%","1.01%","0.37%","2.73%","2.98%","1.82%","4.86%","1.76%","1.08%","2.84%","1.90%","1.25%","2.90%"
"35","New Hampshire","1.71%","1.19%","2.46%","0.20%","0.07%","0.55%","4.42%","2.83%","6.84%","1.48%","0.93%","2.33%","1.84%","1.28%","2.65%"
"36","New Jersey","1.53%","1.08%","2.18%","*","*","*","3.67%","2.35%","5.68%","1.41%","0.92%","2.15%","1.69%","1.19%","2.39%"
"37","New Mexico","1.38%","0.91%","2.06%","0.38%","0.14%","0.98%","3.09%","1.91%","4.96%","1.24%","0.74%","2.07%","1.48%","0.98%","2.24%"
"38","New York","2.33%","1.76%","3.10%","0.01%","0.00%","0.20%","4.35%","3.08%","6.10%","2.28%","1.62%","3.20%","2.54%","1.92%","3.37%"
"39","North Carolina","1.45%","1.01%","2.08%","0.11%","0.04%","0.27%","2.72%","1.70%","4.32%","1.42%","0.92%","2.17%","1.59%","1.11%","2.28%"
"40","North Dakota","1.83%","1.27%","2.64%","0.34%","0.14%","0.81%","3.36%","2.03%","5.52%","1.75%","1.13%","2.69%","1.99%","1.38%","2.88%"
"41","Ohio","1.99%","1.48%","2.67%","0.09%","0.04%","0.23%","3.45%","2.40%","4.93%","1.99%","1.40%","2.82%","2.18%","1.63%","2.93%"
"42","Oklahoma","1.55%","1.09%","2.19%","0.44%","0.18%","1.06%","2.87%","1.76%","4.63%","1.48%","0.97%","2.24%","1.67%","1.18%","2.37%"
"43","Oregon","2.05%","1.42%","2.95%","0.32%","0.14%","0.75%","5.51%","3.61%","8.34%","1.75%","1.11%","2.76%","2.21%","1.53%","3.18%"
"44","Pennsylvania","1.92%","1.40%","2.63%","0.10%","0.04%","0.26%","3.73%","2.47%","5.59%","1.86%","1.28%","2.69%","2.09%","1.52%","2.87%"
"45","Rhode Island","2.13%","1.46%","3.11%","*","*","*","3.26%","1.95%","5.39%","2.16%","1.40%","3.32%","2.31%","1.58%","3.37%"
"46","South Carolina","1.95%","1.28%","2.96%","0.17%","0.08%","0.39%","3.25%","2.04%","5.14%","1.96%","1.20%","3.19%","2.13%","1.39%","3.23%"
"47","South Dakota","1.74%","1.19%","2.55%","0.16%","0.06%","0.41%","3.57%","2.20%","5.75%","1.66%","1.05%","2.62%","1.92%","1.31%","2.82%"
"48","Tennessee","1.47%","1.02%","2.12%","0.18%","0.08%","0.41%","3.06%","1.86%","4.98%","1.39%","0.90%","2.14%","1.60%","1.11%","2.31%"
"49","Texas","1.03%","0.76%","1.39%","0.14%","0.06%","0.32%","2.78%","1.89%","4.07%","0.86%","0.57%","1.28%","1.13%","0.84%","1.53%"
"50","Utah","1.24%","0.88%","1.76%","0.59%","0.20%","1.74%","3.57%","2.16%","5.86%","0.86%","0.54%","1.35%","1.34%","0.95%","1.88%"
"51","Vermont","3.17%","2.17%","4.61%","0.26%","0.09%","0.75%","5.90%","3.88%","8.89%","3.00%","1.88%","4.76%","3.41%","2.32%","4.96%"
"52","Virginia","1.78%","1.30%","2.43%","0.10%","0.04%","0.24%","3.42%","2.34%","4.98%","1.72%","1.18%","2.50%","1.94%","1.42%","2.66%"
"53","Washington","1.69%","1.21%","2.37%","0.32%","0.14%","0.72%","4.58%","2.97%","6.99%","1.44%","0.94%","2.19%","1.82%","1.30%","2.55%"
"54","West Virginia","1.77%","1.19%","2.63%","0.25%","0.09%","0.69%","2.96%","1.76%","4.91%","1.76%","1.11%","2.79%","1.91%","1.28%","2.85%"
"55","Wisconsin","1.95%","1.41%","2.71%","0.14%","0.06%","0.31%","4.03%","2.69%","5.98%","1.84%","1.24%","2.74%","2.14%","1.54%","2.96%"
"56","Wyoming","1.36%","0.93%","1.97%","0.51%","0.17%","1.46%","3.12%","1.89%","5.10%","1.21%","0.77%","1.90%","1.45%","1.00%","2.12%"
