"Table 4. Perceptions of Great Risk from Smoking Marijuana Once a Month: Among People Aged 12 or Older; by Age Group and State, Percentages, 2021","","","","","","","","","","","","","","","",""
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes small area estimation approach and generated by Markov Chain Monte Carlo techniques. For the “Total U.S.” row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.","","","","","","","","","","","","","","","",""
"NOTE: The column labeled “Order” can be used to sort the data to the original sort order.","","","","","","","","","","","","","","","",""
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2021.","","","","","","","","","","","","","","","",""
"Order","State","12+ Estimate","12+ 95% CI (Lower)","12+ 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26+ Estimate","26+ 95% CI (Lower)","26+ 95% CI (Upper)","18+ Estimate","18+ 95% CI (Lower)","18+ 95% CI (Upper)"
"36","New Jersey","23.40%","20.11%","27.05%","28.12%","22.56%","34.45%","9.67%","7.09%","13.05%","24.78%","20.93%","29.08%","22.92%","19.48%","26.77%"
"37","New Mexico","20.54%","16.88%","24.76%","18.99%","14.10%","25.08%","9.40%","6.45%","13.51%","22.46%","18.12%","27.50%","20.71%","16.83%","25.22%"
"38","New York","20.71%","18.38%","23.25%","20.31%","16.36%","24.92%","10.41%","8.23%","13.07%","22.26%","19.52%","25.27%","20.74%","18.30%","23.42%"
"39","North Carolina","21.55%","18.30%","25.21%","25.18%","20.53%","30.47%","10.28%","7.55%","13.85%","22.84%","19.01%","27.19%","21.18%","17.75%","25.08%"
"40","North Dakota","17.09%","13.75%","21.05%","18.65%","13.49%","25.20%","7.54%","5.19%","10.83%","18.65%","14.68%","23.40%","16.92%","13.46%","21.06%"
"41","Ohio","18.98%","16.71%","21.49%","20.86%","17.38%","24.82%","9.05%","7.00%","11.64%","20.27%","17.55%","23.30%","18.79%","16.38%","21.48%"
"42","Oklahoma","18.68%","15.34%","22.55%","17.96%","13.22%","23.93%","7.16%","4.78%","10.60%","20.69%","16.68%","25.36%","18.76%","15.23%","22.89%"
"43","Oregon","14.32%","11.63%","17.49%","13.68%","9.94%","18.54%","7.91%","5.46%","11.34%","15.28%","12.16%","19.04%","14.38%","11.54%","17.76%"
"44","Pennsylvania","21.59%","18.88%","24.56%","24.42%","20.19%","29.22%","12.82%","9.90%","16.44%","22.55%","19.37%","26.08%","21.32%","18.46%","24.49%"
"45","Rhode Island","17.63%","14.02%","21.92%","22.33%","16.08%","30.13%","10.46%","6.95%","15.43%","18.34%","14.28%","23.24%","17.23%","13.55%","21.65%"
"46","South Carolina","20.45%","16.89%","24.54%","27.81%","21.89%","34.62%","10.22%","7.27%","14.19%","21.09%","16.99%","25.88%","19.71%","16.02%","24.01%"
"47","South Dakota","18.34%","14.85%","22.44%","22.46%","16.44%","29.91%","7.81%","5.31%","11.35%","19.48%","15.40%","24.32%","17.86%","14.24%","22.17%"
"48","Tennessee","19.26%","15.86%","23.18%","24.31%","19.04%","30.48%","9.61%","6.90%","13.24%","20.11%","16.17%","24.71%","18.74%","15.22%","22.87%"
"49","Texas","26.30%","24.07%","28.67%","29.07%","25.14%","33.34%","13.67%","11.20%","16.57%","28.07%","25.34%","30.96%","25.97%","23.58%","28.50%"
"50","Utah","23.32%","20.58%","26.29%","31.98%","25.92%","38.72%","13.55%","10.00%","18.10%","23.93%","20.56%","27.66%","22.07%","19.18%","25.26%"
"51","Vermont","13.88%","11.35%","16.88%","15.31%","11.42%","20.21%","9.22%","6.53%","12.86%","14.51%","11.56%","18.07%","13.77%","11.14%","16.92%"
"52","Virginia","22.65%","19.78%","25.80%","22.70%","18.98%","26.91%","9.34%","7.11%","12.17%","24.69%","21.24%","28.49%","22.65%","19.58%","26.04%"
"53","Washington","19.61%","16.39%","23.29%","16.31%","12.10%","21.62%","13.01%","9.46%","17.64%","20.92%","17.19%","25.20%","19.94%","16.54%","23.82%"
"54","West Virginia","22.18%","18.07%","26.91%","26.11%","20.33%","32.86%","8.05%","5.61%","11.43%","23.75%","18.93%","29.37%","21.82%","17.51%","26.85%"
"55","Wisconsin","20.82%","17.67%","24.38%","23.24%","18.63%","28.60%","10.56%","7.92%","13.95%","22.14%","18.40%","26.41%","20.58%","17.25%","24.36%"
"56","Wyoming","18.95%","15.19%","23.38%","20.05%","14.49%","27.08%","9.24%","6.40%","13.18%","20.26%","15.92%","25.41%","18.83%","14.93%","23.46%"
