"Table 5. First Use of Marijuana in the Past Year: Among People Aged 12 or Older at Risk for Initiation of Marijuana Use; by Age Group and State, Percentages, 2021","","","","","","","","","","","","","","","",""
"NOTE: First use of marijuana in the past year among those at risk for initiation (%) = 100 * {[X1 ÷ (0.5 * X1 + X2)] ÷ 2}, where X1 is the number of marijuana initiates in the past 24 months and X2 is the number of individuals who never used marijuana (with the at-risk population defined as 0.5 * X1 + X2). Both of the computation components, X1 and X2, are based on a survey-weighted hierarchical Bayes small area estimation approach. The age group shown is based on a respondent’s age at the time of the interview, not his or her age at first use. For details, see Section B of the “2021 NSDUH: Guide to State Tables and Summary of Small Area Estimation Methodology” at https://www.samhsa.gov/data/report/2021-nsduh-guide-state-tables-and-summary-sae-methodology.","","","","","","","","","","","","","","","",""
"NOTE: The state and census region Bayesian confidence (credible) intervals presented here use a simultaneous solution for the 'First Use of Marijuana in the Past 24 Months' and 'Never Used Marijuana' outcomes, which had age group-specific random effects that were allowed to be correlated across the two outcomes. The associated Markov Chain Monte Carlo chains were used to calculate the posterior variance. For the “Total U.S.” row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.","","","","","","","","","","","","","","","",""
"NOTE: The column labeled “Order” can be used to sort the data to the original sort order.","","","","","","","","","","","","","","","",""
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2021.","","","","","","","","","","","","","","","",""
"Order","State","12+ Estimate","12+ 95% CI (Lower)","12+ 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26+ Estimate","26+ 95% CI (Lower)","26+ 95% CI (Upper)","18+ Estimate","18+ 95% CI (Lower)","18+ 95% CI (Upper)"
"20","Indiana","2.04%","1.61%","2.56%","3.56%","2.43%","5.19%","9.10%","6.91%","11.91%","0.48%","0.30%","0.75%","1.74%","1.34%","2.24%"
"21","Iowa","2.56%","2.03%","3.22%","5.24%","3.66%","7.47%","8.39%","6.28%","11.14%","0.71%","0.49%","1.03%","2.01%","1.55%","2.60%"
"22","Kansas","2.20%","1.74%","2.78%","3.16%","2.18%","4.55%","8.11%","6.04%","10.83%","0.85%","0.56%","1.30%","2.00%","1.52%","2.62%"
"23","Kentucky","1.76%","1.38%","2.24%","3.53%","2.41%","5.16%","7.46%","5.47%","10.09%","0.43%","0.27%","0.68%","1.43%","1.08%","1.89%"
"24","Louisiana","2.07%","1.62%","2.64%","4.44%","3.08%","6.35%","8.40%","6.12%","11.42%","0.59%","0.37%","0.94%","1.62%","1.22%","2.16%"
"25","Maine","2.56%","2.00%","3.27%","4.16%","2.85%","6.05%","10.97%","8.00%","14.86%","1.08%","0.72%","1.62%","2.27%","1.70%","3.01%"
"26","Maryland","2.11%","1.70%","2.62%","5.01%","3.66%","6.81%","8.52%","6.35%","11.35%","0.63%","0.42%","0.96%","1.60%","1.22%","2.09%"
"27","Massachusetts","3.33%","2.58%","4.29%","3.77%","2.46%","5.74%","13.99%","10.09%","19.06%","1.41%","0.89%","2.21%","3.25%","2.43%","4.33%"
"28","Michigan","2.66%","2.26%","3.13%","4.72%","3.68%","6.03%","10.65%","8.61%","13.10%","0.86%","0.62%","1.18%","2.27%","1.87%","2.75%"
"29","Minnesota","2.57%","2.01%","3.27%","4.32%","2.96%","6.26%","9.83%","7.25%","13.19%","0.89%","0.60%","1.32%","2.21%","1.67%","2.92%"
"30","Mississippi","1.40%","1.09%","1.80%","3.32%","2.23%","4.92%","6.95%","5.01%","9.57%","0.21%","0.11%","0.40%","1.07%","0.80%","1.44%"
"31","Missouri","2.61%","2.04%","3.33%","5.10%","3.52%","7.33%","10.42%","7.57%","14.17%","0.82%","0.54%","1.23%","2.11%","1.58%","2.80%"
"32","Montana","2.88%","2.21%","3.73%","4.48%","2.99%","6.67%","11.36%","8.02%","15.87%","1.11%","0.73%","1.67%","2.55%","1.89%","3.42%"
"33","Nebraska","1.99%","1.58%","2.50%","3.91%","2.66%","5.71%","7.61%","5.70%","10.08%","0.62%","0.40%","0.95%","1.65%","1.27%","2.14%"
"34","Nevada","3.25%","2.53%","4.17%","7.76%","5.44%","10.96%","9.57%","6.87%","13.18%","1.17%","0.74%","1.85%","2.31%","1.71%","3.12%"
"35","New Hampshire","2.05%","1.58%","2.65%","2.96%","1.96%","4.45%","8.17%","5.94%","11.15%","0.91%","0.60%","1.39%","1.90%","1.42%","2.56%"
"36","New Jersey","1.74%","1.38%","2.18%","2.85%","1.98%","4.09%","8.25%","6.19%","10.91%","0.70%","0.46%","1.05%","1.56%","1.20%","2.02%"
"37","New Mexico","3.09%","2.42%","3.94%","7.11%","4.97%","10.07%","11.39%","7.98%","16.00%","1.10%","0.69%","1.74%","2.33%","1.72%","3.16%"
"38","New York","2.08%","1.74%","2.49%","4.62%","3.53%","6.02%","6.99%","5.56%","8.76%","0.79%","0.57%","1.11%","1.68%","1.36%","2.09%"
"39","North Carolina","2.26%","1.80%","2.84%","4.13%","2.96%","5.74%","8.38%","6.25%","11.17%","0.75%","0.48%","1.16%","1.90%","1.45%","2.51%"
"40","North Dakota","2.34%","1.81%","3.00%","3.65%","2.33%","5.65%","8.84%","6.42%","12.04%","0.76%","0.51%","1.14%","2.10%","1.60%","2.76%"
"41","Ohio","2.26%","1.91%","2.67%","4.15%","3.21%","5.36%","8.65%","6.98%","10.67%","0.77%","0.55%","1.06%","1.90%","1.55%","2.31%"
"42","Oklahoma","2.48%","1.92%","3.19%","3.64%","2.41%","5.46%","9.70%","6.90%","13.49%","0.94%","0.63%","1.42%","2.22%","1.66%","2.97%"
"43","Oregon","3.98%","3.07%","5.14%","5.71%","3.89%","8.30%","13.79%","9.94%","18.82%","1.81%","1.14%","2.87%","3.57%","2.60%","4.88%"
"44","Pennsylvania","1.97%","1.61%","2.40%","3.90%","2.88%","5.27%","7.90%","6.13%","10.13%","0.69%","0.47%","1.02%","1.66%","1.31%","2.09%"
"45","Rhode Island","2.62%","1.99%","3.45%","4.33%","2.81%","6.61%","12.11%","8.48%","16.99%","0.93%","0.60%","1.42%","2.35%","1.73%","3.18%"
"46","South Carolina","1.70%","1.31%","2.19%","3.91%","2.70%","5.64%","7.80%","5.77%","10.47%","0.30%","0.17%","0.53%","1.31%","0.98%","1.76%"
"47","South Dakota","1.79%","1.39%","2.31%","2.91%","1.85%","4.55%","6.64%","4.72%","9.25%","0.69%","0.46%","1.04%","1.59%","1.19%","2.11%"
"48","Tennessee","2.30%","1.80%","2.95%","4.82%","3.34%","6.91%","8.15%","5.99%","11.00%","0.80%","0.51%","1.24%","1.84%","1.37%","2.46%"
"49","Texas","1.47%","1.22%","1.76%","2.51%","1.87%","3.35%","6.24%","4.97%","7.80%","0.40%","0.26%","0.60%","1.27%","1.02%","1.58%"
"50","Utah","1.63%","1.26%","2.11%","1.77%","1.09%","2.85%","5.42%","3.91%","7.47%","0.65%","0.40%","1.07%","1.60%","1.20%","2.14%"
"51","Vermont","4.82%","3.83%","6.04%","7.66%","5.59%","10.41%","16.22%","12.12%","21.37%","1.68%","1.06%","2.67%","4.21%","3.19%","5.53%"
"52","Virginia","2.01%","1.65%","2.46%","4.35%","3.22%","5.84%","7.99%","6.19%","10.26%","0.66%","0.44%","0.99%","1.62%","1.27%","2.07%"
"53","Washington","2.50%","1.99%","3.13%","5.35%","3.76%","7.57%","7.50%","5.58%","10.01%","1.12%","0.77%","1.60%","2.00%","1.54%","2.58%"
"54","West Virginia","1.82%","1.40%","2.37%","4.21%","2.87%","6.15%","7.84%","5.62%","10.84%","0.60%","0.38%","0.94%","1.45%","1.07%","1.97%"
"55","Wisconsin","2.15%","1.76%","2.62%","5.87%","4.38%","7.84%","8.72%","6.60%","11.44%","0.44%","0.29%","0.69%","1.52%","1.18%","1.95%"
"56","Wyoming","2.22%","1.70%","2.89%","3.26%","2.03%","5.19%","7.46%","5.44%","10.14%","0.91%","0.61%","1.36%","1.99%","1.49%","2.67%"
