"Table 2. Marijuana Use in the Past Year: Among People Aged 12 or Older; by Age Group and State, Percentages, 2021","","","","","","","","","","","","","","","",""
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes small area estimation approach and generated by Markov Chain Monte Carlo techniques. For the “Total U.S.” row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.","","","","","","","","","","","","","","","",""
"NOTE: The column labeled “Order” can be used to sort the data to the original sort order.","","","","","","","","","","","","","","","",""
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2021.","","","","","","","","","","","","","","","",""
"Order","State","12+ Estimate","12+ 95% CI (Lower)","12+ 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26+ Estimate","26+ 95% CI (Lower)","26+ 95% CI (Upper)","18+ Estimate","18+ 95% CI (Lower)","18+ 95% CI (Upper)"
"11","Colorado","24.70%","21.38%","28.35%","17.52%","13.00%","23.19%","41.47%","35.14%","48.09%","22.99%","19.25%","27.22%","25.41%","21.89%","29.29%"
"12","Connecticut","19.92%","16.33%","24.07%","10.08%","7.14%","14.03%","35.96%","28.96%","43.61%","18.54%","14.53%","23.35%","20.87%","17.05%","25.27%"
"13","Delaware","19.16%","15.95%","22.84%","11.69%","8.28%","16.25%","39.65%","33.50%","46.14%","17.22%","13.67%","21.45%","19.87%","16.49%","23.74%"
"14","District of Columbia","32.03%","27.43%","37.01%","12.23%","8.41%","17.45%","43.18%","35.85%","50.82%","31.65%","26.39%","37.42%","33.29%","28.48%","38.48%"
"15","Florida","14.98%","13.13%","17.05%","9.38%","7.34%","11.91%","31.54%","27.52%","35.87%","13.45%","11.37%","15.84%","15.48%","13.51%","17.68%"
"16","Georgia","17.18%","14.84%","19.80%","8.83%","6.59%","11.73%","30.97%","26.05%","36.35%","16.06%","13.40%","19.13%","18.12%","15.60%","20.94%"
"17","Hawaii","14.86%","11.95%","18.33%","9.14%","6.21%","13.25%","37.15%","30.39%","44.46%","12.68%","9.54%","16.66%","15.38%","12.30%","19.07%"
"18","Idaho","15.31%","12.16%","19.09%","8.80%","6.05%","12.64%","34.99%","27.74%","43.01%","13.07%","9.68%","17.41%","16.09%","12.72%","20.15%"
"19","Illinois","20.98%","18.38%","23.84%","11.96%","9.27%","15.31%","37.39%","32.25%","42.84%","19.58%","16.60%","22.94%","21.92%","19.13%","24.98%"
"20","Indiana","18.65%","15.83%","21.83%","9.54%","6.88%","13.08%","38.28%","32.49%","44.42%","16.53%","13.37%","20.26%","19.64%","16.64%","23.03%"
"21","Iowa","19.34%","16.09%","23.06%","10.69%","7.83%","14.44%","30.86%","24.92%","37.50%","18.47%","14.78%","22.82%","20.26%","16.79%","24.25%"
"22","Kansas","18.95%","16.19%","22.06%","8.63%","6.28%","11.73%","34.09%","28.40%","40.28%","17.74%","14.58%","21.41%","20.13%","17.14%","23.49%"
"23","Kentucky","15.19%","12.69%","18.10%","9.35%","6.71%","12.88%","34.00%","28.24%","40.28%","12.99%","10.23%","16.35%","15.80%","13.14%","18.89%"
"24","Louisiana","19.03%","15.86%","22.66%","12.24%","8.91%","16.58%","41.71%","34.82%","48.94%","16.44%","13.02%","20.55%","19.76%","16.41%","23.60%"
"25","Maine","24.83%","21.14%","28.94%","11.71%","8.59%","15.77%","42.24%","35.19%","49.63%","23.93%","19.75%","28.67%","25.94%","22.00%","30.30%"
"26","Maryland","19.05%","16.21%","22.26%","10.41%","7.76%","13.83%","39.22%","33.07%","45.73%","17.18%","14.01%","20.89%","19.93%","16.88%","23.37%"
"27","Massachusetts","25.64%","21.69%","30.04%","11.90%","8.51%","16.39%","43.25%","36.03%","50.77%","24.21%","19.73%","29.32%","26.86%","22.66%","31.51%"
"28","Michigan","24.70%","22.51%","27.02%","13.74%","11.09%","16.92%","43.07%","38.55%","47.71%","23.10%","20.57%","25.85%","25.78%","23.43%","28.27%"
"29","Minnesota","18.58%","15.40%","22.25%","11.89%","8.74%","15.96%","39.00%","32.53%","45.88%","16.35%","12.84%","20.60%","19.29%","15.92%","23.18%"
"30","Mississippi","15.62%","12.85%","18.86%","11.22%","8.17%","15.21%","35.79%","29.03%","43.17%","12.98%","10.02%","16.64%","16.12%","13.17%","19.57%"
"31","Missouri","18.58%","15.32%","22.35%","10.19%","7.43%","13.82%","35.96%","29.53%","42.93%","16.94%","13.30%","21.32%","19.45%","15.96%","23.49%"
"32","Montana","21.65%","17.91%","25.92%","13.57%","9.76%","18.58%","41.97%","33.92%","50.47%","19.49%","15.40%","24.35%","22.44%","18.51%","26.93%"
"33","Nebraska","14.36%","11.87%","17.27%","8.69%","6.15%","12.14%","27.60%","22.28%","33.64%","12.86%","10.09%","16.26%","15.01%","12.36%","18.10%"
"34","Nevada","24.79%","21.14%","28.85%","15.85%","11.58%","21.32%","44.82%","37.74%","52.12%","23.14%","19.06%","27.80%","25.71%","21.84%","30.00%"
"35","New Hampshire","18.49%","15.25%","22.25%","10.63%","7.75%","14.41%","33.91%","27.94%","40.45%","17.09%","13.48%","21.44%","19.18%","15.75%","23.14%"
"36","New Jersey","16.34%","13.59%","19.52%","8.13%","5.93%","11.05%","37.42%","31.53%","43.72%","14.34%","11.30%","18.04%","17.16%","14.22%","20.57%"
"37","New Mexico","22.78%","19.35%","26.62%","15.18%","11.35%","20.01%","41.44%","34.55%","48.68%","20.85%","16.98%","25.32%","23.60%","19.95%","27.68%"
"38","New York","21.15%","18.91%","23.57%","12.23%","9.63%","15.40%","31.28%","26.73%","36.22%","20.60%","17.99%","23.48%","21.96%","19.58%","24.54%"
"39","North Carolina","13.73%","11.30%","16.59%","7.95%","5.74%","10.91%","27.64%","22.22%","33.80%","12.31%","9.64%","15.59%","14.32%","11.72%","17.39%"
"40","North Dakota","16.50%","13.33%","20.24%","10.66%","7.24%","15.42%","27.33%","21.10%","34.60%","15.25%","11.69%","19.64%","17.12%","13.78%","21.07%"
"41","Ohio","19.59%","17.42%","21.97%","10.65%","8.33%","13.53%","36.21%","31.86%","40.79%","18.13%","15.59%","20.99%","20.50%","18.16%","23.06%"
"42","Oklahoma","24.16%","20.39%","28.38%","12.63%","9.17%","17.15%","41.95%","35.11%","49.12%","22.73%","18.43%","27.69%","25.46%","21.42%","29.98%"
"43","Oregon","28.76%","25.00%","32.83%","16.99%","12.82%","22.17%","51.85%","44.98%","58.65%","26.79%","22.53%","31.53%","29.84%","25.86%","34.16%"
"44","Pennsylvania","17.49%","15.30%","19.92%","9.34%","7.16%","12.09%","31.60%","26.89%","36.73%","16.34%","13.86%","19.17%","18.26%","15.91%","20.87%"
"45","Rhode Island","24.17%","19.97%","28.94%","14.37%","10.25%","19.77%","51.42%","43.41%","59.37%","20.70%","16.15%","26.14%","25.02%","20.61%","30.01%"
"46","South Carolina","15.64%","12.55%","19.32%","9.39%","6.65%","13.11%","32.54%","26.22%","39.56%","13.92%","10.56%","18.12%","16.27%","12.99%","20.18%"
"47","South Dakota","13.67%","10.80%","17.15%","8.08%","5.41%","11.90%","26.87%","20.40%","34.51%","12.29%","9.14%","16.34%","14.30%","11.23%","18.04%"
"48","Tennessee","16.58%","13.54%","20.15%","11.68%","8.48%","15.90%","33.17%","27.57%","39.28%","14.70%","11.39%","18.76%","17.08%","13.88%","20.84%"
"49","Texas","12.65%","11.13%","14.34%","7.07%","5.35%","9.31%","27.75%","24.01%","31.83%","10.86%","9.17%","12.82%","13.32%","11.68%","15.15%"
"50","Utah","13.34%","11.19%","15.84%","6.16%","4.20%","8.95%","21.85%","17.17%","27.40%","12.72%","10.22%","15.73%","14.35%","12.00%","17.08%"
"51","Vermont","30.79%","27.20%","34.63%","15.66%","11.63%","20.76%","47.33%","40.70%","54.06%","29.56%","25.41%","34.08%","32.03%","28.22%","36.10%"
"52","Virginia","18.03%","15.64%","20.70%","9.67%","7.51%","12.38%","31.73%","26.92%","36.96%","16.91%","14.18%","20.04%","18.87%","16.31%","21.73%"
"53","Washington","25.86%","22.16%","29.95%","16.68%","12.45%","21.99%","39.09%","32.76%","45.81%","25.03%","20.85%","29.74%","26.76%","22.84%","31.07%"
"54","West Virginia","16.56%","13.34%","20.38%","9.81%","6.96%","13.66%","33.72%","27.45%","40.63%","14.87%","11.34%","19.26%","17.18%","13.78%","21.23%"
"55","Wisconsin","16.62%","14.18%","19.39%","11.94%","8.86%","15.92%","36.16%","31.03%","41.62%","14.13%","11.42%","17.35%","17.09%","14.50%","20.04%"
"56","Wyoming","17.25%","13.79%","21.36%","9.03%","6.10%","13.17%","28.77%","23.05%","35.26%","16.57%","12.64%","21.42%","18.15%","14.45%","22.53%"
